Address,Allocation %
0x6e944d132C2b5AD26848E0Eb7B0d38B19F5fC42A,0.030339916
0xD2099B41685806aEEdf1Af6209Bd68cF976e37B3,0.030336262
0xCcbF58Fcc0226F9b5449bF3eD20aDFbAf10Fb8dE,0.030339916
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.000922586
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.038496575
0xaDc8dF2B06E897972940CfeB9Daf96A61133a456,0.031600197
0x389BD7cad27ACc90adEF1D23Ee2E8CC8608DcC18,9.50E-08
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.028454539
0x21caDed0E50b60646af532E37D3124cF2669752B,0.152462033
0x21caDed0E50b60646af532E37D3124cF2669752B,0.152462033
0x21caDed0E50b60646af532E37D3124cF2669752B,0.099753818
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.028619153
0x0F613b6D34cEa2a4C310764905ff20d3b5aE02c8,0.039595703
0x27132F6d5103CAeE85569d2980B628F168B3b229,0.054209997
0x0006C3b7D65f56B3fAa111B47ad6797f8FD3B4dE,0.001194317
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.000497622
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.023026234
0x47F98FA3a3f8d8A62d99d112cE74e68B8dE79F89,0.17348979
0xDF7fa906DA092cC30F868C5730c944F4D5431e17,0.296213149
0x47F98FA3a3f8d8A62d99d112cE74e68B8dE79F89,0.685067875
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.312196545
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,1.330832174
0x60d320a138DEB35Ac3B666BA746399251Ef60D2D,1.031110144
0x8336D63cf4FA299476B121A6930C691A293a7a79,3.293456528
0x8336D63cf4FA299476B121A6930C691A293a7a79,1.406553401
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.541111631
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.439530875
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,0.158908992
0x91d73E9E176c7F8e13CC36ce9532eF4754567157,0.024490816
0x738dd7b22960dBE359ce10727906CD7AaF71020B,0.342543181
0x48A1e3c67698ee0707DEF7F1cf6A6F2aB244BE22,0.03825068
0xCE452F6779f6Cb2FC17c059f9F3ecA58B9D64E44,0.01529444
